name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,gender
Emil Meek,9.0,5.0,180.34,77.11,187.96,Switch,35.0,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,MALE
Corey Anderson,14.0,5.0,190.5,92.99,200.66,Orthodox,34.0,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,MALE
Juan Adams,5.0,3.0,195.58,120.2,203.2,Orthodox,32.0,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,MALE
Darko Stosic,13.0,4.0,182.88,92.99,193.04,Orthodox,32.0,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,MALE
Dooho Choi,14.0,4.0,177.8,65.77,177.8,Orthodox,32.0,4.74,0.53,4.91,0.54,0.29,0.2,0.5,0.0,MALE
Suman Mokhtarian,8.0,5.0,172.72,65.77,182.88,Orthodox,31.0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,MALE
Dong Hyun Ma,16.0,11.0,180.34,70.31,177.8,Orthodox,35.0,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,MALE
Urijah Faber,35.0,11.0,167.64,61.23,170.18,Orthodox,44.0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,MALE
Ben Saunders,22.0,13.0,187.96,77.11,195.58,Orthodox,40.0,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,MALE
Daniel Teymur,7.0,4.0,165.1,65.77,175.26,Orthodox,36.0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,MALE
Oskar Piechota,11.0,3.0,182.88,83.91,193.04,Southpaw,34.0,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,MALE
Thiago Alves,23.0,15.0,175.26,77.11,177.8,Orthodox,40.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,MALE
Trevor Smith,15.0,10.0,190.5,83.91,190.5,Orthodox,43.0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,MALE
Sergio Moraes,14.0,6.0,182.88,77.11,182.88,Orthodox,41.0,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,MALE
Renan Barao,34.0,9.0,167.64,65.77,177.8,Orthodox,37.0,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,MALE
Zabit Magomedsharipov,18.0,1.0,185.42,65.77,185.42,Orthodox,33.0,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,MALE
Klidson Abreu,15.0,4.0,182.88,92.99,187.96,Orthodox,31.0,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,MALE
Rustam Khabilov,24.0,4.0,172.72,70.31,185.42,Orthodox,37.0,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,MALE
Chance Rencountre,14.0,4.0,187.96,77.11,190.5,Southpaw,37.0,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,MALE
Ben Askren,19.0,2.0,180.34,77.11,185.42,Orthodox,39.0,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9,MALE
Stevie Ray,23.0,9.0,177.8,70.31,177.8,Southpaw,34.0,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,MALE
Alex White,13.0,6.0,182.88,70.31,180.34,Southpaw,35.0,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,MALE
Enrique Barzola,17.0,5.0,170.18,65.77,177.8,Orthodox,34.0,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,MALE
Joe Lauzon,28.0,16.0,177.8,70.31,180.34,Orthodox,39.0,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,MALE
Manny Bermudez,14.0,2.0,177.8,65.77,180.34,Orthodox,29.0,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,MALE
Kyle Bochniak,8.0,5.0,170.18,65.77,177.8,Orthodox,37.0,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,MALE
Boston Salmon,6.0,3.0,175.26,61.23,175.26,Southpaw,33.0,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0,MALE
Daniel Spitz,6.0,3.0,200.66,111.13,208.28,Orthodox,33.0,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,MALE
James Vick,13.0,5.0,190.5,70.31,193.04,Orthodox,37.0,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,MALE
Thomas Gifford,14.0,9.0,185.42,70.31,190.5,Orthodox,31.0,3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0,MALE
Hector Aldana,4.0,3.0,180.34,77.11,182.88,Orthodox,35.0,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,MALE
Lauren Mueller,5.0,3.0,165.1,56.7,170.18,Orthodox,32.0,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,FEMALE
Luke Jumeau,13.0,5.0,180.34,77.11,182.88,Orthodox,36.0,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,MALE
Rostem Akman,6.0,2.0,177.8,77.11,182.88,Switch,32.0,1.8,0.25,3.97,0.57,1.0,0.4,0.87,0.0,MALE
Nadia Kassem,5.0,2.0,165.1,56.7,167.64,Southpaw,28.0,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,FEMALE
Danilo Belluardo,12.0,5.0,182.88,70.31,187.96,Southpaw,29.0,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,MALE
Siyar Bahadurzada,24.0,8.0,180.34,77.11,185.42,Orthodox,39.0,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,MALE
Nohelin Hernandez,9.0,4.0,177.8,61.23,180.34,Orthodox,30.0,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,MALE
Martin Bravo,11.0,3.0,172.72,65.77,180.34,Southpaw,30.0,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,MALE
Carlos Huachin,10.0,5.0,162.56,61.23,170.18,Southpaw,27.0,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0,MALE
Marco Polo Reyes,8.0,7.0,180.34,70.31,180.34,Orthodox,39.0,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0,MALE
Sergio Pettis,18.0,5.0,167.64,56.7,175.26,Orthodox,30.0,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,MALE
Marcos Mariano,6.0,6.0,185.42,70.31,193.04,Switch,37.0,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0,MALE
Ryan MacDonald,10.0,2.0,180.34,61.23,180.34,Switch,31.0,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0,MALE
Kyle Prepolec,12.0,7.0,177.8,77.11,177.8,Southpaw,34.0,3.2,0.34,4.7,0.54,0.0,0.0,0.4,0.0,MALE
Mairbek Taisumov,27.0,6.0,175.26,70.31,185.42,Orthodox,35.0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,MALE
Teemu Packalen,8.0,3.0,185.42,70.31,190.5,Orthodox,36.0,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,MALE
Nordine Taleb,15.0,7.0,185.42,77.11,187.96,Orthodox,42.0,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,MALE
Don Madge,9.0,3.0,182.88,70.31,182.88,Southpaw,33.0,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,MALE
Derrick Krantz,22.0,12.0,177.8,77.11,182.88,Orthodox,36.0,2.07,0.37,4.03,0.5,3.18,0.5,0.0,0.8,MALE
Andre Soukhamthath,13.0,8.0,175.26,61.23,177.8,Orthodox,35.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,MALE
Jodie Esquibel,6.0,6.0,154.94,52.16,162.56,Orthodox,37.0,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,FEMALE
Liz Carmouche,13.0,7.0,167.64,56.7,167.64,Orthodox,40.0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,FEMALE
Humberto Bandenay,14.0,7.0,180.34,65.77,180.34,Southpaw,29.0,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,MALE
Bobby Moffett,13.0,5.0,177.8,65.77,185.42,Orthodox,33.0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,MALE
Salim Touahri,10.0,4.0,177.8,77.11,182.88,Orthodox,34.0,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,MALE
Olivier Aubin-Mercier,11.0,5.0,175.26,70.31,177.8,Southpaw,35.0,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,MALE
Yoshinori Horie,8.0,2.0,172.72,65.77,177.8,Orthodox,28.0,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0,MALE
Sarah Frota,9.0,2.0,167.64,56.7,175.26,Southpaw,36.0,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,FEMALE
Erik Koch,16.0,6.0,177.8,77.11,180.34,Southpaw,35.0,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,MALE
Kyle Stewart,11.0,3.0,182.88,77.11,193.04,Orthodox,35.0,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,MALE
Jin Soo Son,9.0,4.0,167.64,61.23,175.26,Orthodox,30.0,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,MALE
Cezar Ferreira,13.0,8.0,185.42,83.91,198.12,Southpaw,39.0,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,MALE
Sheymon Moraes,11.0,4.0,172.72,65.77,182.88,Orthodox,33.0,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0,MALE
Nicco Montano,5.0,3.0,165.1,61.23,165.1,Southpaw,35.0,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,FEMALE
Gilbert Melendez,22.0,8.0,175.26,65.77,185.42,Orthodox,41.0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,MALE
Dan Moret,13.0,6.0,182.88,70.31,185.42,Southpaw,37.0,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,MALE
Junior Albini,14.0,6.0,190.5,119.75,187.96,Orthodox,33.0,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,MALE
Syuri Kondo,6.0,3.0,162.56,52.16,167.64,Orthodox,35.0,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3,FEMALE
Allen Crowder,10.0,4.0,190.5,111.13,193.04,Orthodox,34.0,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,MALE
Eric Spicely,12.0,6.0,185.42,83.91,185.42,Orthodox,37.0,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,MALE
Jimi Manuwa,17.0,6.0,185.42,92.99,200.66,Orthodox,44.0,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,MALE
Sung Bin Jo,9.0,1.0,182.88,65.77,182.88,Orthodox,31.0,1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0,MALE
Tonya Evinger,19.0,8.0,170.18,61.23,177.8,Orthodox,42.0,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,FEMALE
Nick Hein,14.0,5.0,167.64,70.31,167.64,Southpaw,39.0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,MALE
Duda Santana,3.0,1.0,170.18,65.77,185.42,Orthodox,28.0,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,FEMALE
Desmond Green,23.0,8.0,177.8,70.31,185.42,Southpaw,34.0,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,MALE
Patrick Cummins,10.0,7.0,187.96,92.99,193.04,Orthodox,43.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,MALE
BJ Penn,16.0,14.0,175.26,70.31,177.8,Orthodox,45.0,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,MALE
Talita Bernardo,6.0,4.0,162.56,61.23,172.72,Orthodox,37.0,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,FEMALE
Elias Theodorou,16.0,3.0,185.42,83.91,190.5,Orthodox,35.0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,MALE
Arjan Bhullar,9.0,1.0,185.42,111.13,190.5,Orthodox,37.0,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,MALE
Mitch Gagnon,12.0,5.0,165.1,61.23,165.1,Southpaw,39.0,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,MALE
Dmitrii Smoliakov,9.0,3.0,187.96,114.76,187.96,Switch,41.0,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,MALE
John Lineker,31.0,9.0,160.02,61.23,170.18,Orthodox,33.0,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,MALE
Jason Gonzalez,11.0,5.0,187.96,70.31,187.96,Southpaw,34.0,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,MALE
Marcelo Golm,6.0,3.0,190.5,112.94,190.5,Orthodox,31.0,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,MALE
Sultan Aliev,15.0,3.0,180.34,77.11,187.96,Orthodox,39.0,1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,MALE
Keita Nakamura,34.0,10.0,180.34,77.11,185.42,Southpaw,39.0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,MALE
Wilson Reis,23.0,10.0,162.56,56.7,165.1,Southpaw,39.0,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,MALE
Curtis Millender,17.0,5.0,187.96,77.11,193.04,Orthodox,36.0,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0,MALE
David Branch,22.0,6.0,185.42,83.91,198.12,Orthodox,42.0,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,MALE
Jessica Aguilar,20.0,8.0,160.02,52.16,160.02,Orthodox,41.0,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,FEMALE
Ross Pearson,20.0,16.0,172.72,70.31,175.26,Orthodox,39.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,MALE
Justin Willis,8.0,2.0,185.42,119.75,198.12,Southpaw,36.0,3.37,0.59,2.57,0.57,0.96,0.66,0.36,0.0,MALE
Jesus Pinedo,16.0,5.0,177.8,70.31,,Southpaw,27.0,3.23,0.38,4.37,0.52,2.5,1.0,1.0,0.0,MALE
Eric Shelton,12.0,6.0,167.64,56.7,172.72,Orthodox,33.0,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,MALE
Jordan Rinaldi,14.0,7.0,177.8,65.77,182.88,Orthodox,36.0,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,MALE
Tim Boetsch,21.0,13.0,182.88,83.91,187.96,Orthodox,43.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,MALE
Zak Ottow,17.0,7.0,180.34,77.11,182.88,Orthodox,37.0,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,MALE
Cain Velasquez,14.0,3.0,185.42,108.86,195.58,Orthodox,41.0,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,MALE
Myles Jury,17.0,4.0,177.8,65.77,185.42,Orthodox,35.0,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,MALE
Austin Arnett,16.0,6.0,182.88,65.77,182.88,Orthodox,32.0,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,MALE
Teruto Ishihara,10.0,7.0,170.18,61.23,175.26,Southpaw,32.0,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0,MALE
David Teymur,8.0,2.0,175.26,70.31,185.42,Southpaw,34.0,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0,MALE
Dustin Ortiz,19.0,8.0,165.1,56.7,165.1,Orthodox,35.0,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,MALE
Dennis Bermudez,17.0,9.0,167.64,70.31,167.64,Orthodox,37.0,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,MALE
Te Edwards,6.0,3.0,172.72,70.31,182.88,Orthodox,33.0,1.5,0.41,4.15,0.44,0.72,1.0,0.44,0.0,MALE
Chad Mendes,18.0,5.0,167.64,65.77,167.64,Orthodox,38.0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,MALE
Cat Zingano,10.0,4.0,167.64,65.77,172.72,Southpaw,41.0,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8,FEMALE
Adam Milstead,8.0,4.0,190.5,92.99,193.04,Orthodox,36.0,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,MALE
Chris de la Rocha,5.0,3.0,190.5,113.4,203.2,Orthodox,44.0,4.08,0.45,6.37,0.43,2.02,0.3,0.33,1.0,MALE
Matthew Lopez,10.0,4.0,170.18,61.23,175.26,Southpaw,37.0,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,MALE
Chad Laprise,13.0,4.0,177.8,77.11,180.34,Orthodox,37.0,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,MALE
Mark Hunt,13.0,14.0,177.8,120.2,182.88,Orthodox,50.0,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,MALE
Yushin Okami,34.0,12.0,187.96,77.11,190.5,Southpaw,42.0,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,MALE
Ben Nguyen,16.0,8.0,165.1,56.7,165.1,Switch,35.0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,MALE
Elias Garcia,6.0,2.0,165.1,56.7,170.18,Southpaw,31.0,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,MALE
Mizuto Hirota,18.0,10.0,170.18,70.31,170.18,Orthodox,42.0,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,MALE
Justin Frazier,10.0,3.0,182.88,120.2,190.5,Southpaw,34.0,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,MALE
Bryan Caraway,21.0,9.0,172.72,61.23,172.72,Orthodox,39.0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,MALE
Michel Batista,4.0,1.0,190.5,117.93,,Orthodox,39.0,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0,MALE
Darrell Horcher,13.0,4.0,177.8,70.31,177.8,Southpaw,36.0,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,MALE
Ricky Rainey,12.0,6.0,185.42,77.11,195.58,Switch,40.0,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0,MALE
Rashad Coulter,9.0,4.0,180.34,92.99,193.04,Orthodox,42.0,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,MALE
Amanda Cooper,3.0,5.0,160.02,52.16,162.56,Switch,32.0,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,FEMALE
John Gunther,5.0,1.0,175.26,70.31,182.88,Orthodox,38.0,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,MALE
Joseph Morales,9.0,2.0,167.64,56.7,175.26,Switch,29.0,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,MALE
Joby Sanchez,11.0,4.0,167.64,61.23,172.72,Orthodox,32.0,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,MALE
Jason Knight,20.0,5.0,177.8,65.77,180.34,Orthodox,31.0,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,MALE
Adam Wieczorek,10.0,2.0,195.58,113.4,205.74,Orthodox,32.0,1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4,MALE
Artem Lobov,13.0,15.0,175.26,65.77,165.1,Southpaw,37.0,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0.0,MALE
Alex Garcia,15.0,6.0,175.26,77.11,182.88,Orthodox,36.0,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,MALE
Thibault Gouti,12.0,5.0,177.8,70.31,182.88,Orthodox,37.0,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,MALE
Gray Maynard,13.0,7.0,175.26,70.31,177.8,Orthodox,44.0,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,MALE
Ryan LaFlare,14.0,3.0,185.42,77.11,187.96,Southpaw,40.0,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,MALE
Luis Henrique,10.0,5.0,187.96,110.22,187.96,Orthodox,30.0,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,MALE
Thales Leites,28.0,9.0,185.42,83.91,198.12,Orthodox,42.0,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,MALE
Hector Lombard,34.0,10.0,175.26,83.91,180.34,Southpaw,46.0,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,MALE
Alex Chambers,5.0,5.0,160.02,52.16,160.02,Southpaw,45.0,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0,FEMALE
CB Dollaway,17.0,9.0,187.96,83.91,193.04,Orthodox,40.0,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,MALE
Kajan Johnson,23.0,13.0,180.34,70.31,190.5,Orthodox,39.0,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,MALE
Jordan Johnson,10.0,0.0,187.96,92.99,200.66,Orthodox,35.0,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,MALE
Terrion Ware,17.0,9.0,172.72,61.23,180.34,Orthodox,37.0,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0,MALE
Craig White,14.0,9.0,187.96,77.11,193.04,Orthodox,33.0,1.23,0.4,3.28,0.39,0.0,0.0,0.5,0.8,MALE
Jarred Brooks,13.0,2.0,160.02,56.7,157.48,Switch,30.0,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,MALE
Jake Ellenberger,31.0,15.0,175.26,77.11,180.34,Orthodox,39.0,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,MALE
John Moraga,19.0,7.0,167.64,56.7,167.64,Orthodox,40.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,MALE
Tim Williams,15.0,5.0,187.96,83.91,193.04,Orthodox,37.0,3.07,0.38,3.55,0.48,1.81,0.4,1.0,0.0,MALE
Iuri Alcantara,35.0,10.0,175.26,61.23,180.34,Southpaw,43.0,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,MALE
George Sullivan,17.0,7.0,182.88,77.11,185.42,Orthodox,43.0,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,MALE
Kalindra Faria,18.0,8.0,170.18,56.7,,Switch,37.0,2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7,FEMALE
Jon Tuck,10.0,5.0,180.34,70.31,185.42,Orthodox,39.0,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,MALE
Demetrious Johnson,27.0,3.0,160.02,56.7,167.64,Orthodox,37.0,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,MALE
Jose Torres,8.0,1.0,162.56,56.7,165.1,Orthodox,31.0,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,MALE
Danielle Taylor,9.0,4.0,152.4,52.16,152.4,Orthodox,34.0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,FEMALE
Eddie Alvarez,29.0,6.0,175.26,70.31,175.26,Orthodox,40.0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,MALE
Jordan Mein,31.0,12.0,182.88,77.11,185.42,Orthodox,34.0,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,MALE
Vitor Miranda,12.0,5.0,185.42,83.91,195.58,Orthodox,45.0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,MALE
Jeremy Kimball,15.0,8.0,182.88,92.99,182.88,Switch,33.0,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0,MALE
Damian Stasiak,10.0,6.0,165.1,61.23,177.8,Orthodox,34.0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,MALE
Sage Northcutt,11.0,2.0,182.88,77.11,180.34,Orthodox,28.0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,MALE
Justin Scoggins,11.0,5.0,170.18,56.7,167.64,Southpaw,31.0,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,MALE
Jamie Moyle,4.0,3.0,154.94,52.16,165.1,Orthodox,35.0,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,FEMALE
Joe Giannetti,6.0,1.0,182.88,70.31,187.96,Southpaw,28.0,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,MALE
Barb Honchak,10.0,4.0,162.56,56.7,165.1,Orthodox,44.0,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,FEMALE
Richie Smullen,3.0,1.0,175.26,70.31,172.72,Orthodox,32.0,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,MALE
Allan Zuniga,13.0,1.0,170.18,70.31,177.8,Orthodox,31.0,3.93,0.52,1.8,0.61,0.0,0.0,0.57,1.0,MALE
Daichi Abe,6.0,2.0,180.34,77.11,180.34,Orthodox,32.0,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,MALE
Felipe Arantes,18.0,10.0,172.72,61.23,185.42,Orthodox,36.0,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,MALE
Rolando Dy,9.0,7.0,172.72,65.77,175.26,Orthodox,33.0,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,MALE
Shinsho Anzai,10.0,3.0,170.18,77.11,177.8,Orthodox,38.0,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0.0,MALE
Viviane Pereira,13.0,2.0,154.94,52.16,160.02,Orthodox,30.0,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,FEMALE
Naoki Inoue,11.0,1.0,175.26,56.7,180.34,Orthodox,26.0,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5,MALE
Jenel Lausa,7.0,5.0,165.1,56.7,172.72,Orthodox,35.0,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8,MALE
Melinda Fabian,4.0,4.0,167.64,56.7,167.64,Orthodox,36.0,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0,FEMALE
Rashad Evans,19.0,8.0,182.88,92.99,190.5,Orthodox,44.0,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,MALE
Mike Santiago,19.0,12.0,177.8,65.77,175.26,Orthodox,34.0,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,MALE
Gleison Tibau,33.0,14.0,177.8,70.31,180.34,Southpaw,40.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,MALE
Mads Burnell,9.0,3.0,172.72,65.77,175.26,Orthodox,30.0,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,MALE
Daniel Kelly,13.0,4.0,182.88,83.91,177.8,Southpaw,46.0,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,MALE
Diego Rivas,10.0,2.0,172.72,65.77,175.26,Orthodox,32.0,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,MALE
Henry Briones,16.0,8.0,172.72,61.23,175.26,Orthodox,43.0,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,MALE
Felipe Silva,8.0,2.0,182.88,70.31,195.58,Orthodox,39.0,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,MALE
Vitor Belfort,26.0,14.0,182.88,83.91,187.96,Southpaw,46.0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,MALE
Lyoto Machida,24.0,8.0,185.42,83.91,187.96,Southpaw,45.0,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,MALE
